40 :: 9, -3, 24, -30, 3, 0, 0, -1, 0, -1, -3, 1, 2, 2, -1, 0, 0, -3, -2, 0, 5, 0, 0, -1, -2, 3, 1, 0, 0, 5, 
39 :: 13, -4, 20, -29, 4, 2, 1, -2, 0, -3, -5, 1, 3, 3, -1, 0, 0, -3, -2, 0, 7, 1, 0, -3, -4, 3, 2, 0, -1, 6, 
36 :: 10, -4, 24, -29, 4, 1, 1, -2, 0, -1, -4, 1, 2, 1, 0, 0, 0, -2, -1, 0, 5, 0, 0, -3, -2, 2, 2, 0, -1, 4, 
36 :: 11, -4, 22, -29, 5, 2, 1, -2, 0, -2, -5, 1, 3, 3, -1, 0, 0, -4, -3, 0, 8, 1, 0, -4, -3, 4, 2, 0, -1, 6, 
35 :: 6, -3, 27, -30, 2, 0, 0, -1, 0, 0, 0, 1, 1, 0, 0, 0, 0, -2, 0, 0, 1, 0, 0, -1, -1, 1, 1, 0, 0, 3, 
32 :: 9, -3, 24, -29, 3, 1, 1, -2, 0, -1, -4, 1, 3, 2, -1, 0, 0, -3, -3, 0, 5, 0, 0, -3, -2, 3, 2, 0, 0, 6, 
29 :: 12, -4, 20, -29, 4, 2, 1, -2, 0, -3, -5, 1, 3, 3, -1, 0, 0, -3, -2, 0, 7, 1, 0, -3, -4, 3, 2, 0, -1, 6, 
22 :: 10, -3, 22, -29, 5, 1, 1, -2, 0, -1, -4, 1, 3, 3, -1, 0, 0, -4, -3, 0, 7, 0, 0, -3, -3, 4, 2, 0, -1, 6, 
17 :: 11, -3, 21, -29, 3, 1, 1, -1, 0, -2, -4, 1, 3, 3, -1, 0, 0, -3, -2, 0, 6, 0, 0, -2, -4, 3, 2, 0, 0, 6, 
14 :: 9, -3, 25, -30, 2, 0, 0, -1, 0, 0, -1, 1, 2, 1, -1, 0, 0, -2, -1, 0, 3, 0, 0, -1, -1, 2, 1, 0, 0, 5, 
8 :: -21, -32, 21, 17, 21, -8, -28, 31, -16, -50, -34, 18, 19, -21, 0, 48, -47, 3, 11, -1, 17, -27, -50, 21, -44, -28, 15, -16, 45, 48, 
4 :: -29, -20, -24, -30, 14, 35, -3, 44, -7, 12, 7, 15, 41, -34, 49, -34, -27, -44, 17, 29, 4, -9, -50, 30, -47, 26, -19, -39, 7, -47, 
0 :: 49, 29, -26, 44, -22, -20, -27, 11, -8, 34, -3, 9, 30, 12, -29, -3, -20, -20, 32, -10, -45, 20, -33, 25, 9, -25, 32, -11, -41, 37, 
