36 :: 10, -3, 24, -30, 4, 1, 0, -1, 0, -2, -4, 1, 2, 2, -1, 0, 0, -3, -2, 0, 5, 0, 0, -2, -3, 3, 2, 0, -1, 5, 
36 :: 13, -4, 20, -29, 4, 2, 1, -2, 0, -3, -5, 1, 3, 3, -1, 0, 0, -3, -2, 0, 7, 1, 0, -3, -4, 3, 2, 0, -1, 6, 
35 :: 9, -3, 24, -30, 3, 0, 0, -1, 0, -1, -3, 1, 2, 2, -1, 0, 0, -3, -2, 0, 5, 0, 0, -1, -2, 3, 1, 0, 0, 5, 
33 :: 11, -4, 22, -29, 5, 2, 1, -2, 0, -2, -5, 1, 3, 3, -1, 0, 0, -4, -3, 0, 8, 1, 0, -4, -3, 4, 2, 0, -1, 6, 
30 :: 12, -4, 21, -29, 4, 2, 1, -2, 0, -2, -5, 1, 3, 3, -1, 0, 0, -3, -2, 0, 7, 1, 0, -4, -3, 3, 2, 0, -1, 6, 
29 :: 11, -4, 22, -29, 4, 2, 1, -2, 0, -2, -5, 1, 2, 2, -1, 0, 0, -2, -2, 0, 6, 1, 0, -3, -4, 2, 2, 0, -1, 5, 
28 :: 9, -3, 24, -29, 3, 0, 0, -1, 0, -1, -3, 1, 2, 1, -1, 0, 0, -3, -2, 0, 5, 0, 0, -2, -2, 2, 1, 0, 0, 5, 
28 :: 10, -4, 24, -29, 4, 1, 1, -2, 0, -1, -4, 1, 2, 1, 0, 0, 0, -2, -1, 0, 5, 0, 0, -3, -2, 2, 2, 0, -1, 4, 
26 :: 10, -4, 24, -29, 5, 1, 1, -2, 0, -1, -4, 1, 3, 1, 0, 0, 0, -3, -2, 0, 5, 0, 0, -3, -2, 3, 2, 0, -1, 4, 
19 :: 11, -3, 23, -30, 3, 0, 0, -1, 0, -1, -4, 1, 3, 2, -1, 0, 0, -3, -2, 0, 5, 1, 0, -2, -3, 3, 1, 0, 0, 5, 
8 :: -27, 18, 17, -20, 17, -33, -8, -44, 36, -11, -21, 33, -24, -9, 4, 4, 39, 39, 32, 48, -11, -30, -41, -15, -6, 34, 44, -9, 12, -5, 
2 :: 2, 47, -14, 38, -39, 4, 2, -37, -6, 12, 28, 24, 17, 14, -7, -43, 2, -11, 9, 23, -20, 18, -35, -40, -12, -10, 31, 27, -36, 19, 
2 :: -32, 3, 42, 39, 6, -19, 39, -36, 1, 15, -41, -8, -35, -14, -36, -35, -5, 8, -9, 20, -14, 7, 3, -23, -23, 12, 12, 42, -18, -1, 
