43 :: 11, -3, 22, -30, 4, 1, 0, -1, 0, -2, -4, 1, 2, 2, -1, 0, 0, -3, -2, 0, 5, 0, 0, -2, -4, 3, 2, 0, -1, 5, 
39 :: 11, -3, 23, -29, 4, 1, 0, -1, 0, -2, -5, 1, 2, 3, -1, 0, 0, -3, -2, 0, 6, 0, 0, -3, -3, 3, 2, 0, -1, 5, 
37 :: 10, -3, 24, -29, 4, 1, 0, -1, 0, -2, -4, 1, 2, 3, -1, 0, 0, -3, -2, 0, 5, 0, 0, -2, -3, 3, 2, 0, -1, 5, 
33 :: 10, -3, 24, -30, 4, 1, 0, -1, 0, -2, -4, 1, 2, 2, -1, 0, 0, -3, -2, 0, 5, 0, 0, -2, -3, 3, 2, 0, -1, 5, 
33 :: 13, -4, 21, -30, 4, 1, 1, -2, 0, -2, -4, 1, 2, 3, -1, 0, 0, -3, -2, 0, 7, 1, 0, -2, -4, 3, 2, 0, -1, 5, 
29 :: 13, -4, 20, -29, 4, 2, 1, -2, 0, -2, -4, 1, 3, 3, -1, 0, 0, -3, -2, 0, 7, 1, 0, -3, -4, 3, 2, 0, -1, 6, 
28 :: 13, -4, 20, -29, 4, 2, 1, -2, 0, -3, -5, 1, 3, 3, -1, 0, 0, -3, -2, 0, 7, 1, 0, -3, -4, 3, 2, 0, -1, 6, 
21 :: 12, -3, 23, -29, 4, 1, 0, -2, 0, -2, -5, 1, 2, 3, -1, 0, 0, -3, -2, 0, 6, 1, 0, -3, -4, 3, 2, 0, -1, 5, 
21 :: -18, -48, -42, 9, -34, 27, 2, -3, 48, -34, 21, 43, 49, 3, 4, -28, -21, -18, 31, 21, 0, -9, 6, -40, -2, -15, -48, 41, -30, -15, 
14 :: 12, -3, 22, -29, 4, 1, 0, -2, 0, -3, -4, 1, 2, 2, -1, 0, 0, -3, -2, 0, 6, 0, 0, -2, -3, 3, 2, 0, -1, 6, 
10 :: 11, -3, 22, -29, 4, 1, 1, -1, 0, -2, -4, 1, 2, 3, -1, 0, 0, -3, -2, 0, 6, 1, 0, -3, -4, 3, 2, 0, -1, 5, 
4 :: -24, -43, -33, 9, 18, 41, -19, -18, -25, -38, 5, 12, 0, 44, -39, 40, -50, -11, 36, -16, -25, -24, -32, 9, -39, 35, 18, -11, 1, 38, 
0 :: 24, 17, -28, 4, -14, -41, -10, 13, -4, 8, 28, 44, 30, 29, 36, -18, -47, 18, -15, 39, -1, -10, 1, -5, -19, 20, -46, -39, 44, 42, 
