39 :: 10, -3, 24, -30, 4, 1, 0, -1, 0, -2, -4, 1, 2, 2, -1, 0, 0, -3, -2, 0, 5, 0, 0, -2, -3, 3, 2, 0, -1, 5, 
39 :: 11, -3, 23, -29, 4, 1, 0, -1, 0, -2, -5, 1, 2, 3, -1, 0, 0, -3, -2, 0, 6, 0, 0, -3, -3, 3, 2, 0, -1, 5, 
38 :: 13, -4, 20, -29, 4, 2, 1, -2, 0, -3, -5, 1, 3, 3, -1, 0, 0, -3, -2, 0, 7, 1, 0, -3, -4, 3, 2, 0, -1, 6, 
38 :: 13, -4, 21, -30, 4, 1, 1, -2, 0, -2, -4, 1, 2, 3, -1, 0, 0, -3, -2, 0, 7, 1, 0, -2, -4, 3, 2, 0, -1, 5, 
34 :: 11, -4, 22, -29, 5, 2, 1, -2, 0, -2, -5, 1, 3, 3, -1, 0, 0, -4, -3, 0, 8, 1, 0, -4, -3, 4, 2, 0, -1, 6, 
32 :: 12, -4, 21, -29, 4, 2, 1, -2, 0, -3, -5, 1, 3, 3, -1, 0, 0, -3, -2, 0, 7, 1, 0, -3, -4, 3, 2, 0, -1, 6, 
27 :: 9, -3, 24, -30, 3, 0, 0, -1, 0, -1, -3, 1, 2, 2, -1, 0, 0, -3, -2, 0, 5, 0, 0, -1, -2, 3, 1, 0, 0, 5, 
20 :: 9, -4, 23, -29, 4, 1, 1, -2, 0, -2, -4, 1, 2, 2, -1, 0, 0, -3, -2, 0, 5, 0, 0, -2, -2, 3, 1, 0, 0, 5, 
19 :: 9, -3, 24, -30, 4, 1, 0, -1, 0, -2, -4, 1, 2, 2, -1, 0, 0, -3, -2, 0, 5, 0, 0, -2, -3, 3, 2, 0, 0, 5, 
14 :: 10, -3, 24, -30, 4, 1, 0, -2, 0, -2, -5, 1, 3, 2, -1, 0, 0, -3, -2, 0, 5, 0, 0, -2, -3, 4, 2, 0, -1, 5, 
8 :: 7, -35, 47, -15, -40, 13, 26, -4, -31, -4, -28, -38, -5, 31, 7, 33, -49, 49, 35, 15, -45, -32, -14, 1, -25, -30, -49, 2, 39, -1, 
4 :: 33, -25, 3, 27, 47, 18, 24, -15, -49, 40, 17, -21, -20, -19, -38, -12, 40, 5, 39, -35, -41, 39, 21, -44, -4, 47, 41, -41, -35, 24, 
0 :: -16, -38, -33, -28, -39, 20, -48, 19, -10, 20, 1, 15, -35, 16, 48, -25, -44, 35, 5, 36, -7, -22, 12, 5, -48, 2, -42, -23, -43, -40, 
